,community,previous_month_graffiti,previous_month_potholes,previous_month,year_previous,month_previous,realized_crime,true_month
2464,LAKE VIEW,404.0,51.0,2016-11-01,2016,11,784,2016-12-01
2465,ASHBURN,152.0,42.0,2016-11-01,2016,11,520,2016-12-01
2466,CHATHAM,16.0,13.0,2016-11-01,2016,11,1000,2016-12-01
2467,GRAND BOULEVARD,5.0,16.0,2016-11-01,2016,11,476,2016-12-01
2468,WASHINGTON PARK,1.0,2.0,2016-11-01,2016,11,402,2016-12-01
2469,AUBURN GRESHAM,14.0,28.0,2016-11-01,2016,11,1034,2016-12-01
2470,WEST PULLMAN,5.0,31.0,2016-11-01,2016,11,574,2016-12-01
2471,GREATER GRAND CROSSING,4.0,9.0,2016-11-01,2016,11,980,2016-12-01
2472,CHICAGO LAWN,155.0,27.0,2016-11-01,2016,11,848,2016-12-01
2473,MONTCLARE,12.0,3.0,2016-11-01,2016,11,100,2016-12-01
2474,LOGAN SQUARE,530.0,48.0,2016-11-01,2016,11,954,2016-12-01
2475,PORTAGE PARK,193.0,47.0,2016-11-01,2016,11,560,2016-12-01
2476,NORTH CENTER,201.0,33.0,2016-11-01,2016,11,242,2016-12-01
2477,EAST GARFIELD PARK,11.0,4.0,2016-11-01,2016,11,718,2016-12-01
2478,ARCHER HEIGHTS,262.0,4.0,2016-11-01,2016,11,124,2016-12-01
2479,NORTH LAWNDALE,35.0,24.0,2016-11-01,2016,11,1318,2016-12-01
2480,NEAR WEST SIDE,207.0,50.0,2016-11-01,2016,11,1396,2016-12-01
2481,ALBANY PARK,399.0,38.0,2016-11-01,2016,11,378,2016-12-01
2482,NEAR SOUTH SIDE,37.0,9.0,2016-11-01,2016,11,232,2016-12-01
2483,NORWOOD PARK,59.0,39.0,2016-11-01,2016,11,242,2016-12-01
2484,NEAR NORTH SIDE,97.0,42.0,2016-11-01,2016,11,1894,2016-12-01
2485,MOUNT GREENWOOD,14.0,8.0,2016-11-01,2016,11,72,2016-12-01
2486,WASHINGTON HEIGHTS,5.0,31.0,2016-11-01,2016,11,454,2016-12-01
2487,IRVING PARK,326.0,50.0,2016-11-01,2016,11,496,2016-12-01
2488,EDGEWATER,113.0,34.0,2016-11-01,2016,11,356,2016-12-01
2489,SOUTH LAWNDALE,463.0,22.0,2016-11-01,2016,11,644,2016-12-01
2490,BRIGHTON PARK,487.0,15.0,2016-11-01,2016,11,380,2016-12-01
2491,AUSTIN,47.0,30.0,2016-11-01,2016,11,2542,2016-12-01
2492,WEST TOWN,942.0,65.0,2016-11-01,2016,11,1406,2016-12-01
2493,SOUTH DEERING,23.0,15.0,2016-11-01,2016,11,260,2016-12-01
2494,HUMBOLDT PARK,123.0,27.0,2016-11-01,2016,11,1226,2016-12-01
2495,MCKINLEY PARK,316.0,5.0,2016-11-01,2016,11,140,2016-12-01
2496,LINCOLN PARK,196.0,24.0,2016-11-01,2016,11,676,2016-12-01
2497,NEW CITY,140.0,22.0,2016-11-01,2016,11,722,2016-12-01
2498,LOWER WEST SIDE,413.0,27.0,2016-11-01,2016,11,364,2016-12-01
2499,GAGE PARK,323.0,23.0,2016-11-01,2016,11,318,2016-12-01
2500,NORTH PARK,45.0,25.0,2016-11-01,2016,11,138,2016-12-01
2501,GARFIELD RIDGE,106.0,27.0,2016-11-01,2016,11,336,2016-12-01
2502,BELMONT CRAGIN,239.0,39.0,2016-11-01,2016,11,804,2016-12-01
2503,WEST LAWN,188.0,53.0,2016-11-01,2016,11,356,2016-12-01
2504,WEST ELSDON,175.0,3.0,2016-11-01,2016,11,178,2016-12-01
2505,HEGEWISCH,10.0,7.0,2016-11-01,2016,11,126,2016-12-01
2506,AVONDALE,368.0,34.0,2016-11-01,2016,11,400,2016-12-01
2507,LINCOLN SQUARE,277.0,27.0,2016-11-01,2016,11,352,2016-12-01
2508,SOUTH CHICAGO,57.0,19.0,2016-11-01,2016,11,676,2016-12-01
2509,LOOP,203.0,37.0,2016-11-01,2016,11,1558,2016-12-01
2510,UPTOWN,170.0,22.0,2016-11-01,2016,11,476,2016-12-01
2511,EAST SIDE,41.0,44.0,2018-01-01,2018,1,87,2018-02-01
2512,AUSTIN,57.0,166.0,2018-01-01,2018,1,955,2018-02-01
2513,WEST GARFIELD PARK,10.0,12.0,2018-01-01,2018,1,365,2018-02-01
2514,ROGERS PARK,112.0,28.0,2018-01-01,2018,1,251,2018-02-01
2515,HERMOSA,121.0,20.0,2018-01-01,2018,1,108,2018-02-01
2516,AUBURN GRESHAM,41.0,95.0,2018-01-01,2018,1,481,2018-02-01
2517,ASHBURN,73.0,93.0,2018-01-01,2018,1,141,2018-02-01
2518,MORGAN PARK,15.0,29.0,2018-01-01,2018,1,174,2018-02-01
2519,GRAND BOULEVARD,8.0,53.0,2018-01-01,2018,1,219,2018-02-01
2520,DOUGLAS,13.0,24.0,2018-01-01,2018,1,176,2018-02-01
2521,DUNNING,46.0,114.0,2018-01-01,2018,1,106,2018-02-01
2522,MONTCLARE,38.0,25.0,2018-01-01,2018,1,48,2018-02-01
2523,ROSELAND,14.0,97.0,2018-01-01,2018,1,424,2018-02-01
2524,ENGLEWOOD,17.0,62.0,2018-01-01,2018,1,360,2018-02-01
2525,HEGEWISCH,16.0,8.0,2018-01-01,2018,1,49,2018-02-01
2526,OHARE,4.0,33.0,2018-01-01,2018,1,112,2018-02-01
2527,WEST ENGLEWOOD,54.0,92.0,2018-01-01,2018,1,434,2018-02-01
2528,WASHINGTON PARK,4.0,10.0,2018-01-01,2018,1,190,2018-02-01
2529,CLEARING,14.0,56.0,2018-01-01,2018,1,67,2018-02-01
2530,JEFFERSON PARK,23.0,59.0,2018-01-01,2018,1,73,2018-02-01
2531,SOUTH SHORE,16.0,99.0,2018-01-01,2018,1,564,2018-02-01
2532,AVONDALE,474.0,31.0,2018-01-01,2018,1,192,2018-02-01
2533,GARFIELD RIDGE,69.0,119.0,2018-01-01,2018,1,140,2018-02-01
2534,PORTAGE PARK,106.0,74.0,2018-01-01,2018,1,210,2018-02-01
2535,FOREST GLEN,7.0,54.0,2018-01-01,2018,1,32,2018-02-01
2536,HUMBOLDT PARK,175.0,91.0,2018-01-01,2018,1,495,2018-02-01
2537,HYDE PARK,8.0,40.0,2018-01-01,2018,1,125,2018-02-01
2538,WOODLAWN,30.0,35.0,2018-01-01,2018,1,220,2018-02-01
2539,NEAR SOUTH SIDE,20.0,14.0,2018-01-01,2018,1,126,2018-02-01
2540,SOUTH DEERING,33.0,60.0,2018-01-01,2018,1,121,2018-02-01
2541,BELMONT CRAGIN,201.0,103.0,2018-01-01,2018,1,323,2018-02-01
2542,ARMOUR SQUARE,30.0,36.0,2018-01-01,2018,1,45,2018-02-01
2543,BEVERLY,13.0,19.0,2018-01-01,2018,1,51,2018-02-01
2544,BRIGHTON PARK,614.0,112.0,2018-01-01,2018,1,166,2018-02-01
2545,NEAR WEST SIDE,262.0,150.0,2018-01-01,2018,1,606,2018-02-01
2546,BRIDGEPORT,164.0,75.0,2018-01-01,2018,1,99,2018-02-01
2547,IRVING PARK,385.0,93.0,2018-01-01,2018,1,188,2018-02-01
2548,LOOP,124.0,92.0,2018-01-01,2018,1,751,2018-02-01
2549,WEST RIDGE,144.0,90.0,2018-01-01,2018,1,241,2018-02-01
2550,NORTH CENTER,409.0,59.0,2018-01-01,2018,1,88,2018-02-01
2551,MOUNT GREENWOOD,18.0,36.0,2018-01-01,2018,1,40,2018-02-01
2552,LINCOLN SQUARE,337.0,61.0,2018-01-01,2018,1,149,2018-02-01
2553,NORTH LAWNDALE,67.0,39.0,2018-01-01,2018,1,610,2018-02-01
2554,WEST ELSDON,164.0,30.0,2018-01-01,2018,1,62,2018-02-01
2555,FULLER PARK,4.0,13.0,2018-01-01,2018,1,63,2018-02-01
2556,NORTH PARK,86.0,28.0,2018-01-01,2018,1,68,2018-02-01
2557,KENWOOD,10.0,9.0,2018-01-01,2018,1,102,2018-02-01
2558,SOUTH CHICAGO,56.0,34.0,2018-01-01,2018,1,291,2018-02-01
2559,ALBANY PARK,356.0,57.0,2018-01-01,2018,1,163,2018-02-01
2560,WEST LAWN,94.0,35.0,2018-01-01,2018,1,128,2018-02-01
2561,ARCHER HEIGHTS,221.0,34.0,2018-01-01,2018,1,64,2018-02-01
2562,LOWER WEST SIDE,555.0,124.0,2018-01-01,2018,1,156,2018-02-01
2563,EDGEWATER,151.0,85.0,2018-01-01,2018,1,183,2018-02-01
2564,NEW CITY,254.0,87.0,2018-01-01,2018,1,274,2018-02-01
2565,NEAR NORTH SIDE,92.0,112.0,2018-01-01,2018,1,809,2018-02-01
2566,LINCOLN PARK,458.0,175.0,2018-01-01,2018,1,299,2018-02-01
2567,SOUTH LAWNDALE,651.0,134.0,2018-01-01,2018,1,298,2018-02-01
2568,UPTOWN,180.0,73.0,2018-01-01,2018,1,247,2018-02-01
2569,CHICAGO LAWN,164.0,49.0,2018-01-01,2018,1,412,2018-02-01
2570,EAST GARFIELD PARK,34.0,35.0,2018-01-01,2018,1,315,2018-02-01
2571,MCKINLEY PARK,362.0,69.0,2018-01-01,2018,1,52,2018-02-01
2572,LAKE VIEW,376.0,88.0,2018-01-01,2018,1,358,2018-02-01
2573,LOGAN SQUARE,905.0,130.0,2018-01-01,2018,1,309,2018-02-01
2574,GAGE PARK,262.0,61.0,2018-01-01,2018,1,155,2018-02-01
2575,GREATER GRAND CROSSING,15.0,53.0,2018-01-01,2018,1,397,2018-02-01
2576,WEST TOWN,811.0,229.0,2018-01-01,2018,1,401,2018-02-01
2577,AVALON PARK,7.0,46.0,2018-01-01,2018,1,85,2018-02-01
2578,NORWOOD PARK,9.0,44.0,2018-01-01,2018,1,88,2018-02-01
2579,WASHINGTON HEIGHTS,11.0,49.0,2018-01-01,2018,1,187,2018-02-01
2580,WEST PULLMAN,3.0,86.0,2018-01-01,2018,1,256,2018-02-01
2581,OAKLAND,2.0,5.0,2018-01-01,2018,1,49,2018-02-01
2582,CALUMET HEIGHTS,3.0,29.0,2018-01-01,2018,1,82,2018-02-01
2583,CHATHAM,3.0,20.0,2018-01-01,2018,1,449,2018-02-01
2584,WASHINGTON HEIGHTS,16.0,98.0,2018-02-01,2018,2,275,2018-03-01
2585,GRAND BOULEVARD,9.0,62.0,2018-02-01,2018,2,253,2018-03-01
2586,OAKLAND,3.0,3.0,2018-02-01,2018,2,45,2018-03-01
2587,OHARE,3.0,50.0,2018-02-01,2018,2,158,2018-03-01
2588,AVALON PARK,3.0,56.0,2018-02-01,2018,2,94,2018-03-01
2589,FULLER PARK,8.0,27.0,2018-02-01,2018,2,69,2018-03-01
2590,ENGLEWOOD,26.0,84.0,2018-02-01,2018,2,481,2018-03-01
2591,GREATER GRAND CROSSING,5.0,135.0,2018-02-01,2018,2,497,2018-03-01
2592,HEGEWISCH,6.0,37.0,2018-02-01,2018,2,39,2018-03-01
2593,WOODLAWN,6.0,109.0,2018-02-01,2018,2,287,2018-03-01
2594,CALUMET HEIGHTS,1.0,68.0,2018-02-01,2018,2,107,2018-03-01
2595,WEST PULLMAN,2.0,124.0,2018-02-01,2018,2,339,2018-03-01
2596,CHATHAM,4.0,129.0,2018-02-01,2018,2,465,2018-03-01
2597,SOUTH SHORE,12.0,251.0,2018-02-01,2018,2,668,2018-03-01
2598,EAST SIDE,36.0,111.0,2018-02-01,2018,2,95,2018-03-01
2599,CLEARING,45.0,73.0,2018-02-01,2018,2,81,2018-03-01
2600,EAST GARFIELD PARK,42.0,112.0,2018-02-01,2018,2,398,2018-03-01
2601,BEVERLY,10.0,109.0,2018-02-01,2018,2,71,2018-03-01
2602,FOREST GLEN,22.0,97.0,2018-02-01,2018,2,45,2018-03-01
2603,HYDE PARK,26.0,85.0,2018-02-01,2018,2,159,2018-03-01
2604,JEFFERSON PARK,33.0,85.0,2018-02-01,2018,2,111,2018-03-01
2605,NORTH PARK,68.0,79.0,2018-02-01,2018,2,71,2018-03-01
2606,MORGAN PARK,6.0,147.0,2018-02-01,2018,2,169,2018-03-01
2607,SOUTH CHICAGO,45.0,59.0,2018-02-01,2018,2,362,2018-03-01
2608,NORWOOD PARK,9.0,165.0,2018-02-01,2018,2,87,2018-03-01
2609,DOUGLAS,9.0,46.0,2018-02-01,2018,2,211,2018-03-01
2610,EDISON PARK,9.0,39.0,2018-02-01,2018,2,28,2018-03-01
2611,ROSELAND,14.0,202.0,2018-02-01,2018,2,576,2018-03-01
2612,SOUTH DEERING,8.0,119.0,2018-02-01,2018,2,119,2018-03-01
2613,LINCOLN PARK,290.0,304.0,2018-02-01,2018,2,359,2018-03-01
2614,WEST GARFIELD PARK,16.0,49.0,2018-02-01,2018,2,466,2018-03-01
2615,NORTH LAWNDALE,87.0,111.0,2018-02-01,2018,2,765,2018-03-01
2616,NEW CITY,249.0,138.0,2018-02-01,2018,2,365,2018-03-01
2617,GAGE PARK,234.0,98.0,2018-02-01,2018,2,176,2018-03-01
2618,MOUNT GREENWOOD,13.0,164.0,2018-02-01,2018,2,35,2018-03-01
2619,WEST RIDGE,117.0,134.0,2018-02-01,2018,2,309,2018-03-01
2620,DUNNING,49.0,307.0,2018-02-01,2018,2,122,2018-03-01
2621,NEAR NORTH SIDE,208.0,342.0,2018-02-01,2018,2,946,2018-03-01
2622,ASHBURN,94.0,214.0,2018-02-01,2018,2,178,2018-03-01
2623,KENWOOD,4.0,27.0,2018-02-01,2018,2,146,2018-03-01
2624,NEAR SOUTH SIDE,27.0,63.0,2018-02-01,2018,2,138,2018-03-01
2625,ROGERS PARK,146.0,39.0,2018-02-01,2018,2,314,2018-03-01
2626,WASHINGTON PARK,9.0,23.0,2018-02-01,2018,2,233,2018-03-01
2627,GARFIELD RIDGE,67.0,96.0,2018-02-01,2018,2,164,2018-03-01
2628,HERMOSA,93.0,92.0,2018-02-01,2018,2,108,2018-03-01
2629,BELMONT CRAGIN,253.0,253.0,2018-02-01,2018,2,352,2018-03-01
2630,WEST TOWN,985.0,489.0,2018-02-01,2018,2,515,2018-03-01
2631,UPTOWN,153.0,77.0,2018-02-01,2018,2,248,2018-03-01
2632,ARMOUR SQUARE,44.0,33.0,2018-02-01,2018,2,79,2018-03-01
2633,SOUTH LAWNDALE,538.0,134.0,2018-02-01,2018,2,353,2018-03-01
2634,NORTH CENTER,471.0,181.0,2018-02-01,2018,2,107,2018-03-01
2635,WEST LAWN,137.0,132.0,2018-02-01,2018,2,166,2018-03-01
2636,AUBURN GRESHAM,36.0,273.0,2018-02-01,2018,2,598,2018-03-01
2637,LOOP,207.0,209.0,2018-02-01,2018,2,891,2018-03-01
2638,CHICAGO LAWN,176.0,102.0,2018-02-01,2018,2,463,2018-03-01
2639,BRIGHTON PARK,363.0,190.0,2018-02-01,2018,2,174,2018-03-01
2640,AVONDALE,536.0,110.0,2018-02-01,2018,2,181,2018-03-01
2641,ALBANY PARK,312.0,104.0,2018-02-01,2018,2,217,2018-03-01
2642,IRVING PARK,379.0,236.0,2018-02-01,2018,2,240,2018-03-01
2643,HUMBOLDT PARK,190.0,124.0,2018-02-01,2018,2,665,2018-03-01
2644,PORTAGE PARK,158.0,150.0,2018-02-01,2018,2,287,2018-03-01
2645,LOGAN SQUARE,744.0,337.0,2018-02-01,2018,2,366,2018-03-01
2646,LAKE VIEW,345.0,204.0,2018-02-01,2018,2,423,2018-03-01
2647,NEAR WEST SIDE,297.0,337.0,2018-02-01,2018,2,698,2018-03-01
2648,AUSTIN,70.0,304.0,2018-02-01,2018,2,1287,2018-03-01
2649,LINCOLN SQUARE,231.0,95.0,2018-02-01,2018,2,140,2018-03-01
2650,WEST ENGLEWOOD,73.0,182.0,2018-02-01,2018,2,558,2018-03-01
2651,MCKINLEY PARK,415.0,88.0,2018-02-01,2018,2,69,2018-03-01
2652,BRIDGEPORT,228.0,81.0,2018-02-01,2018,2,124,2018-03-01
2653,ARCHER HEIGHTS,250.0,88.0,2018-02-01,2018,2,65,2018-03-01
2654,WEST ELSDON,154.0,73.0,2018-02-01,2018,2,91,2018-03-01
2655,LOWER WEST SIDE,368.0,318.0,2018-02-01,2018,2,188,2018-03-01
2656,MONTCLARE,30.0,67.0,2018-02-01,2018,2,49,2018-03-01
2657,EDGEWATER,164.0,144.0,2018-02-01,2018,2,243,2018-03-01
2658,WEST PULLMAN,1.0,207.0,2018-03-01,2018,3,374,2018-04-01
2659,OAKLAND,1.0,14.0,2018-03-01,2018,3,41,2018-04-01
2660,WOODLAWN,3.0,91.0,2018-03-01,2018,3,258,2018-04-01
2661,WEST GARFIELD PARK,24.0,43.0,2018-03-01,2018,3,461,2018-04-01
2662,ROSELAND,4.0,214.0,2018-03-01,2018,3,568,2018-04-01
2663,MOUNT GREENWOOD,19.0,135.0,2018-03-01,2018,3,48,2018-04-01
2664,ASHBURN,76.0,198.0,2018-03-01,2018,3,174,2018-04-01
2665,BEVERLY,2.0,205.0,2018-03-01,2018,3,73,2018-04-01
2666,DOUGLAS,15.0,42.0,2018-03-01,2018,3,233,2018-04-01
2667,SOUTH DEERING,10.0,146.0,2018-03-01,2018,3,146,2018-04-01
2668,CALUMET HEIGHTS,3.0,156.0,2018-03-01,2018,3,104,2018-04-01
2669,NORWOOD PARK,17.0,210.0,2018-03-01,2018,3,82,2018-04-01
2670,FULLER PARK,22.0,10.0,2018-03-01,2018,3,60,2018-04-01
2671,AVALON PARK,1.0,105.0,2018-03-01,2018,3,81,2018-04-01
2672,EDISON PARK,1.0,60.0,2018-03-01,2018,3,14,2018-04-01
2673,CHATHAM,1.0,228.0,2018-03-01,2018,3,504,2018-04-01
2674,EAST GARFIELD PARK,39.0,73.0,2018-03-01,2018,3,401,2018-04-01
2675,WEST ENGLEWOOD,55.0,114.0,2018-03-01,2018,3,555,2018-04-01
2676,CLEARING,9.0,100.0,2018-03-01,2018,3,62,2018-04-01
2677,NEAR NORTH SIDE,191.0,356.0,2018-03-01,2018,3,1084,2018-04-01
2678,SOUTH CHICAGO,54.0,100.0,2018-03-01,2018,3,379,2018-04-01
2679,WEST RIDGE,92.0,223.0,2018-03-01,2018,3,232,2018-04-01
2680,EDGEWATER,172.0,140.0,2018-03-01,2018,3,195,2018-04-01
2681,SOUTH SHORE,21.0,249.0,2018-03-01,2018,3,698,2018-04-01
2682,ENGLEWOOD,8.0,83.0,2018-03-01,2018,3,494,2018-04-01
2683,AUBURN GRESHAM,42.0,196.0,2018-03-01,2018,3,535,2018-04-01
2684,HEGEWISCH,4.0,29.0,2018-03-01,2018,3,45,2018-04-01
2685,MORGAN PARK,9.0,281.0,2018-03-01,2018,3,161,2018-04-01
2686,EAST SIDE,13.0,80.0,2018-03-01,2018,3,99,2018-04-01
2687,WASHINGTON HEIGHTS,3.0,172.0,2018-03-01,2018,3,295,2018-04-01
2688,NEAR SOUTH SIDE,23.0,44.0,2018-03-01,2018,3,143,2018-04-01
2689,WASHINGTON PARK,7.0,28.0,2018-03-01,2018,3,217,2018-04-01
2690,WEST LAWN,68.0,125.0,2018-03-01,2018,3,163,2018-04-01
2691,SOUTH LAWNDALE,456.0,235.0,2018-03-01,2018,3,321,2018-04-01
2692,GARFIELD RIDGE,100.0,203.0,2018-03-01,2018,3,161,2018-04-01
2693,LAKE VIEW,230.0,167.0,2018-03-01,2018,3,486,2018-04-01
2694,NEAR WEST SIDE,545.0,297.0,2018-03-01,2018,3,765,2018-04-01
2695,NORTH LAWNDALE,89.0,121.0,2018-03-01,2018,3,744,2018-04-01
2696,WEST ELSDON,113.0,88.0,2018-03-01,2018,3,88,2018-04-01
2697,ALBANY PARK,283.0,138.0,2018-03-01,2018,3,192,2018-04-01
2698,GAGE PARK,274.0,83.0,2018-03-01,2018,3,162,2018-04-01
2699,NORTH PARK,47.0,122.0,2018-03-01,2018,3,89,2018-04-01
2700,HERMOSA,75.0,75.0,2018-03-01,2018,3,114,2018-04-01
2701,LINCOLN SQUARE,393.0,134.0,2018-03-01,2018,3,153,2018-04-01
2702,LOOP,189.0,211.0,2018-03-01,2018,3,867,2018-04-01
2703,GRAND BOULEVARD,6.0,61.0,2018-03-01,2018,3,288,2018-04-01
2704,JEFFERSON PARK,20.0,107.0,2018-03-01,2018,3,87,2018-04-01
2705,GREATER GRAND CROSSING,7.0,154.0,2018-03-01,2018,3,512,2018-04-01
2706,DUNNING,42.0,169.0,2018-03-01,2018,3,107,2018-04-01
2707,ARCHER HEIGHTS,193.0,110.0,2018-03-01,2018,3,58,2018-04-01
2708,LOWER WEST SIDE,416.0,204.0,2018-03-01,2018,3,144,2018-04-01
2709,MONTCLARE,25.0,59.0,2018-03-01,2018,3,45,2018-04-01
2710,KENWOOD,4.0,68.0,2018-03-01,2018,3,107,2018-04-01
2711,HUMBOLDT PARK,172.0,218.0,2018-03-01,2018,3,617,2018-04-01
2712,IRVING PARK,231.0,266.0,2018-03-01,2018,3,252,2018-04-01
2713,CHICAGO LAWN,149.0,210.0,2018-03-01,2018,3,444,2018-04-01
2714,ROGERS PARK,189.0,91.0,2018-03-01,2018,3,264,2018-04-01
2715,BRIDGEPORT,193.0,41.0,2018-03-01,2018,3,134,2018-04-01
2716,BRIGHTON PARK,492.0,102.0,2018-03-01,2018,3,154,2018-04-01
2717,UPTOWN,274.0,80.0,2018-03-01,2018,3,259,2018-04-01
2718,PORTAGE PARK,127.0,284.0,2018-03-01,2018,3,288,2018-04-01
2719,FOREST GLEN,12.0,98.0,2018-03-01,2018,3,28,2018-04-01
2720,HYDE PARK,26.0,116.0,2018-03-01,2018,3,136,2018-04-01
2721,MCKINLEY PARK,378.0,55.0,2018-03-01,2018,3,71,2018-04-01
2722,AUSTIN,123.0,443.0,2018-03-01,2018,3,1231,2018-04-01
2723,WEST TOWN,1152.0,426.0,2018-03-01,2018,3,605,2018-04-01
2724,LOGAN SQUARE,943.0,286.0,2018-03-01,2018,3,374,2018-04-01
2725,BELMONT CRAGIN,175.0,239.0,2018-03-01,2018,3,386,2018-04-01
2726,LINCOLN PARK,500.0,227.0,2018-03-01,2018,3,341,2018-04-01
2727,NORTH CENTER,430.0,111.0,2018-03-01,2018,3,113,2018-04-01
2728,ARMOUR SQUARE,82.0,32.0,2018-03-01,2018,3,74,2018-04-01
2729,AVONDALE,322.0,107.0,2018-03-01,2018,3,212,2018-04-01
2730,NEW CITY,180.0,147.0,2018-03-01,2018,3,342,2018-04-01
2731,CHATHAM,1.0,76.0,2018-04-01,2018,4,610,2018-05-01
2732,OAKLAND,12.0,8.0,2018-04-01,2018,4,69,2018-05-01
2733,SOUTH DEERING,6.0,49.0,2018-04-01,2018,4,167,2018-05-01
2734,SOUTH CHICAGO,21.0,95.0,2018-04-01,2018,4,383,2018-05-01
2735,WASHINGTON PARK,7.0,26.0,2018-04-01,2018,4,316,2018-05-01
2736,BEVERLY,12.0,67.0,2018-04-01,2018,4,99,2018-05-01
2737,FULLER PARK,2.0,11.0,2018-04-01,2018,4,80,2018-05-01
2738,EAST SIDE,34.0,71.0,2018-04-01,2018,4,87,2018-05-01
2739,FOREST GLEN,9.0,92.0,2018-04-01,2018,4,49,2018-05-01
2740,ALBANY PARK,237.0,98.0,2018-04-01,2018,4,221,2018-05-01
2741,NORTH PARK,12.0,62.0,2018-04-01,2018,4,91,2018-05-01
2742,ASHBURN,51.0,112.0,2018-04-01,2018,4,220,2018-05-01
2743,EDGEWATER,65.0,87.0,2018-04-01,2018,4,217,2018-05-01
2744,CALUMET HEIGHTS,1.0,76.0,2018-04-01,2018,4,112,2018-05-01
2745,NEAR SOUTH SIDE,40.0,22.0,2018-04-01,2018,4,188,2018-05-01
2746,EAST GARFIELD PARK,82.0,67.0,2018-04-01,2018,4,475,2018-05-01
2747,KENWOOD,28.0,13.0,2018-04-01,2018,4,127,2018-05-01
2748,CLEARING,14.0,95.0,2018-04-01,2018,4,70,2018-05-01
2749,DOUGLAS,15.0,20.0,2018-04-01,2018,4,255,2018-05-01
2750,HYDE PARK,28.0,58.0,2018-04-01,2018,4,171,2018-05-01
2751,WOODLAWN,7.0,38.0,2018-04-01,2018,4,343,2018-05-01
2752,WEST RIDGE,84.0,170.0,2018-04-01,2018,4,305,2018-05-01
2753,DUNNING,30.0,98.0,2018-04-01,2018,4,136,2018-05-01
2754,LAKE VIEW,363.0,118.0,2018-04-01,2018,4,484,2018-05-01
2755,MONTCLARE,19.0,53.0,2018-04-01,2018,4,47,2018-05-01
2756,UPTOWN,100.0,64.0,2018-04-01,2018,4,291,2018-05-01
2757,ROSELAND,14.0,65.0,2018-04-01,2018,4,716,2018-05-01
2758,ENGLEWOOD,51.0,101.0,2018-04-01,2018,4,665,2018-05-01
2759,AUBURN GRESHAM,31.0,106.0,2018-04-01,2018,4,702,2018-05-01
2760,CHICAGO LAWN,84.0,78.0,2018-04-01,2018,4,542,2018-05-01
2761,GREATER GRAND CROSSING,25.0,48.0,2018-04-01,2018,4,606,2018-05-01
2762,NORTH LAWNDALE,134.0,81.0,2018-04-01,2018,4,866,2018-05-01
2763,AVALON PARK,3.0,21.0,2018-04-01,2018,4,110,2018-05-01
2764,ROGERS PARK,67.0,42.0,2018-04-01,2018,4,311,2018-05-01
2765,LINCOLN SQUARE,321.0,108.0,2018-04-01,2018,4,177,2018-05-01
2766,WEST PULLMAN,5.0,78.0,2018-04-01,2018,4,389,2018-05-01
2767,LOWER WEST SIDE,469.0,74.0,2018-04-01,2018,4,241,2018-05-01
2768,LOOP,253.0,88.0,2018-04-01,2018,4,1012,2018-05-01
2769,BELMONT CRAGIN,295.0,221.0,2018-04-01,2018,4,393,2018-05-01
2770,MORGAN PARK,10.0,86.0,2018-04-01,2018,4,214,2018-05-01
2771,SOUTH LAWNDALE,458.0,121.0,2018-04-01,2018,4,396,2018-05-01
2772,GARFIELD RIDGE,43.0,218.0,2018-04-01,2018,4,192,2018-05-01
2773,LINCOLN PARK,225.0,88.0,2018-04-01,2018,4,398,2018-05-01
2774,JEFFERSON PARK,44.0,85.0,2018-04-01,2018,4,95,2018-05-01
2775,GRAND BOULEVARD,52.0,40.0,2018-04-01,2018,4,326,2018-05-01
2776,HERMOSA,62.0,39.0,2018-04-01,2018,4,117,2018-05-01
2777,WEST GARFIELD PARK,25.0,19.0,2018-04-01,2018,4,568,2018-05-01
2778,ARMOUR SQUARE,43.0,24.0,2018-04-01,2018,4,100,2018-05-01
2779,WEST LAWN,61.0,150.0,2018-04-01,2018,4,158,2018-05-01
2780,EDISON PARK,5.0,100.0,2018-04-01,2018,4,15,2018-05-01
2781,MOUNT GREENWOOD,35.0,58.0,2018-04-01,2018,4,52,2018-05-01
2782,WEST ELSDON,106.0,96.0,2018-04-01,2018,4,91,2018-05-01
2783,LOGAN SQUARE,701.0,91.0,2018-04-01,2018,4,445,2018-05-01
2784,IRVING PARK,256.0,119.0,2018-04-01,2018,4,264,2018-05-01
2785,NORTH CENTER,280.0,78.0,2018-04-01,2018,4,106,2018-05-01
2786,ARCHER HEIGHTS,123.0,40.0,2018-04-01,2018,4,76,2018-05-01
2787,AUSTIN,168.0,125.0,2018-04-01,2018,4,1498,2018-05-01
2788,AVONDALE,358.0,63.0,2018-04-01,2018,4,214,2018-05-01
2789,WEST ENGLEWOOD,95.0,107.0,2018-04-01,2018,4,655,2018-05-01
2790,NEAR WEST SIDE,324.0,195.0,2018-04-01,2018,4,807,2018-05-01
2791,MCKINLEY PARK,392.0,46.0,2018-04-01,2018,4,78,2018-05-01
2792,GAGE PARK,183.0,104.0,2018-04-01,2018,4,220,2018-05-01
2793,NORWOOD PARK,25.0,143.0,2018-04-01,2018,4,105,2018-05-01
2794,HUMBOLDT PARK,186.0,70.0,2018-04-01,2018,4,739,2018-05-01
2795,WASHINGTON HEIGHTS,20.0,91.0,2018-04-01,2018,4,308,2018-05-01
2796,NEAR NORTH SIDE,197.0,120.0,2018-04-01,2018,4,1238,2018-05-01
